run_id,experiment,seed,resolution,feature_set,architecture,encoder,loss,tile_size,stride,epochs,best_epoch,best_score,val_macro_iou,val_macro_f1,val_overall_accuracy,test_macro_iou,test_macro_f1,test_overall_accuracy,output_dir,experiment_config
fullres_unetplusplus_resnet18_focal_lovasz_rgb_indices_seed42,fullres_unetplusplus_resnet18_focal_lovasz_rgb_indices,42,0.16,rgb_indices,unetplusplus,resnet18,focal_lovasz,192,96,100,61,0.9973474783358391,0.9973474783358391,0.9986668794929725,0.9996276192272376,0.9767295962254448,0.9879718124295014,0.9980392187521988,/home/kaue/landslide_susc_modelling/IBGE_method/own_LULC/outputs_fullres/experiments/fullres_unetplusplus_resnet18_focal_lovasz_rgb_indices_seed42,"{'resolution': 0.16, 'tile_size': 192, 'stride': 96, 'inference_window_size': 256, 'inference_overlap': 64, 'feature_set': 'rgb_indices', 'model': {'architecture': 'unetplusplus', 'encoder': 'resnet18'}, 'loss': {'name': 'focal_lovasz'}, 'seeds': [42]}"
fullres_deeplabv3plus_resnet18_focal_dice_rgb_seed42,fullres_deeplabv3plus_resnet18_focal_dice_rgb,42,0.16,rgb,deeplabv3plus,resnet18,focal_dice,192,96,100,68,0.9977573493109675,0.9977573493109675,0.9988743548855906,0.9996544636822057,0.9991846794219663,0.9995920850427407,0.9995825130836021,/home/kaue/landslide_susc_modelling/IBGE_method/own_LULC/outputs_fullres/experiments/fullres_deeplabv3plus_resnet18_focal_dice_rgb_seed42,"{'resolution': 0.16, 'tile_size': 192, 'stride': 96, 'inference_window_size': 256, 'inference_overlap': 64, 'feature_set': 'rgb', 'model': {'architecture': 'deeplabv3plus', 'encoder': 'resnet18'}, 'loss': {'name': 'focal_dice'}, 'seeds': [42]}"
fullres_unet_resnet34_weighted_ce_lovasz_rgb_seed42,fullres_unet_resnet34_weighted_ce_lovasz_rgb,42,0.16,rgb,unet,resnet34,weighted_ce_lovasz,192,96,100,100,0.9991879038711279,0.9991879038711279,0.9995937209259805,0.9997012693985603,0.9955777447748158,0.9977827611178558,0.9973652979246053,/home/kaue/landslide_susc_modelling/IBGE_method/own_LULC/outputs_fullres/experiments/fullres_unet_resnet34_weighted_ce_lovasz_rgb_seed42,"{'resolution': 0.16, 'tile_size': 192, 'stride': 96, 'inference_window_size': 256, 'inference_overlap': 64, 'feature_set': 'rgb', 'model': {'architecture': 'unet', 'encoder': 'resnet34'}, 'loss': {'name': 'weighted_ce_lovasz'}, 'seeds': [42]}"
fullres_unet_mit_b0_focal_lovasz_rgb_seed42,fullres_unet_mit_b0_focal_lovasz_rgb,42,0.16,rgb,unet,mit_b0,focal_lovasz,192,96,100,99,0.9907624999969888,0.9907624999969888,0.9953176494711562,0.9970037458339471,0.9920231508427211,0.995972071939328,0.9990211729975091,/home/kaue/landslide_susc_modelling/IBGE_method/own_LULC/outputs_fullres/experiments/fullres_unet_mit_b0_focal_lovasz_rgb_seed42,"{'resolution': 0.16, 'tile_size': 192, 'stride': 96, 'inference_window_size': 256, 'inference_overlap': 64, 'feature_set': 'rgb', 'model': {'architecture': 'unet', 'encoder': 'mit_b0'}, 'loss': {'name': 'focal_lovasz'}, 'seeds': [42]}"
fullres_fpn_resnet34_weighted_ce_lovasz_rgb_seed42,fullres_fpn_resnet34_weighted_ce_lovasz_rgb,42,0.16,rgb,fpn,resnet34,weighted_ce_lovasz,192,96,100,77,0.9982628487184766,0.9982628487184766,0.9991302099288459,0.9990432360921632,0.978185035850639,0.9887907494589756,0.997216753890681,/home/kaue/landslide_susc_modelling/IBGE_method/own_LULC/outputs_fullres/experiments/fullres_fpn_resnet34_weighted_ce_lovasz_rgb_seed42,"{'resolution': 0.16, 'tile_size': 192, 'stride': 96, 'inference_window_size': 256, 'inference_overlap': 64, 'feature_set': 'rgb', 'model': {'architecture': 'fpn', 'encoder': 'resnet34'}, 'loss': {'name': 'weighted_ce_lovasz'}, 'seeds': [42]}"
