bin_left,bin_right,count,fraction
-0.9000005722045898,-0.8820005655288696,486001,0.011031857942648984
-0.8820005655288696,-0.8640005588531494,0,0.0
-0.8640005588531494,-0.8460005521774292,0,0.0
-0.8460005521774292,-0.828000545501709,0,0.0
-0.828000545501709,-0.8100005388259888,0,0.0
-0.8100005388259888,-0.7920005321502686,456793,0.010368858264070357
-0.7920005321502686,-0.7740004658699036,0,0.0
-0.7740004658699036,-0.7560004591941833,0,0.0
-0.7560004591941833,-0.7380004525184631,0,0.0
-0.7380004525184631,-0.7200004458427429,0,0.0
-0.7200004458427429,-0.7020004391670227,0,0.0
-0.7020004391670227,-0.6840004324913025,0,0.0
-0.6840004324913025,-0.6660004258155823,0,0.0
-0.6660004258155823,-0.6480003595352173,0,0.0
-0.6480003595352173,-0.6300003528594971,0,0.0
-0.6300003528594971,-0.6120003461837769,0,0.0
-0.6120003461837769,-0.5940003395080566,0,0.0
-0.5940003395080566,-0.5760003328323364,0,0.0
-0.5760003328323364,-0.5580003261566162,0,0.0
-0.5580003261566162,-0.540000319480896,0,0.0
-0.540000319480896,-0.5220003128051758,0,0.0
-0.5220003128051758,-0.5040003061294556,0,0.0
-0.5040003061294556,-0.48600029945373535,20926,0.00047500449445139547
-0.48600029945373535,-0.46800029277801514,0,0.0
-0.46800029277801514,-0.45000025629997253,0,0.0
-0.45000025629997253,-0.4320002496242523,0,0.0
-0.4320002496242523,-0.4140002429485321,0,0.0
-0.4140002429485321,-0.3960002064704895,66837,0.0015171497369610972
-0.3960002064704895,-0.3780001997947693,0,0.0
-0.3780001997947693,-0.3600001931190491,0,0.0
-0.3600001931190491,-0.34200018644332886,0,0.0
-0.34200018644332886,-0.32400017976760864,0,0.0
-0.32400017976760864,-0.3060001730918884,0,0.0
-0.3060001730918884,-0.2880001664161682,102459,0.002325742401653232
-0.2880001664161682,-0.270000159740448,0,0.0
-0.270000159740448,-0.2520001530647278,0,0.0
-0.2520001530647278,-0.23400014638900757,0,0.0
-0.23400014638900757,-0.21600008010864258,0,0.0
-0.21600008010864258,-0.19800007343292236,0,0.0
-0.19800007343292236,-0.18000006675720215,0,0.0
-0.18000006675720215,-0.16200006008148193,0,0.0
-0.16200006008148193,-0.14400005340576172,0,0.0
-0.14400005340576172,-0.1260000467300415,0,0.0
-0.1260000467300415,-0.10800004005432129,0,0.0
-0.10800004005432129,-0.09000003337860107,559029,0.01268953873309133
-0.09000003337860107,-0.07200002670288086,0,0.0
-0.07200002670288086,-0.054000020027160645,0,0.0
-0.054000020027160645,-0.03600001335144043,0,0.0
-0.03600001335144043,-0.01799994707107544,0,0.0
-0.01799994707107544,5.960464477539063e-08,41503011,0.9420872005288017
5.960464477539063e-08,0.01800006628036499,0,0.0
0.01800006628036499,0.036000072956085205,0,0.0
0.036000072956085205,0.05400007963180542,0,0.0
0.05400007963180542,0.07200008630752563,0,0.0
0.07200008630752563,0.09000009298324585,0,0.0
0.09000009298324585,0.10800015926361084,436110,0.009899369687240662
0.10800015926361084,0.12600016593933105,0,0.0
0.12600016593933105,0.14400017261505127,0,0.0
0.14400017261505127,0.16200017929077148,0,0.0
0.16200017929077148,0.1800001859664917,0,0.0
0.1800001859664917,0.19800019264221191,0,0.0
0.19800019264221191,0.21600019931793213,0,0.0
0.21600019931793213,0.23400020599365234,0,0.0
0.23400020599365234,0.25200021266937256,0,0.0
0.25200021266937256,0.2700002193450928,0,0.0
0.2700002193450928,0.288000226020813,0,0.0
0.288000226020813,0.3060002326965332,13049,0.0002962025063603297
0.3060002326965332,0.3240002393722534,0,0.0
0.3240002393722534,0.34200024604797363,0,0.0
0.34200024604797363,0.36000025272369385,0,0.0
0.36000025272369385,0.37800025939941406,0,0.0
0.37800025939941406,0.3960002660751343,0,0.0
0.3960002660751343,0.4140002727508545,1301,2.953172356309211e-05
0.4140002727508545,0.4320002794265747,0,0.0
0.4320002794265747,0.4500004053115845,0,0.0
0.4500004053115845,0.4680004119873047,0,0.0
0.4680004119873047,0.4860004186630249,0,0.0
0.4860004186630249,0.5040004253387451,68503,0.001554966686581475
0.5040004253387451,0.5220004320144653,0,0.0
0.5220004320144653,0.5400004386901855,0,0.0
0.5400004386901855,0.5580004453659058,0,0.0
0.5580004453659058,0.576000452041626,0,0.0
0.576000452041626,0.5940004587173462,0,0.0
0.5940004587173462,0.6120004653930664,0,0.0
0.6120004653930664,0.6300004720687866,0,0.0
0.6300004720687866,0.6480004787445068,0,0.0
0.6480004787445068,0.666000485420227,0,0.0
0.666000485420227,0.6840004920959473,0,0.0
0.6840004920959473,0.7020004987716675,0,0.0
0.7020004987716675,0.7200005054473877,0,0.0
0.7200005054473877,0.7380005121231079,0,0.0
0.7380005121231079,0.7560005187988281,0,0.0
0.7560005187988281,0.7740005254745483,0,0.0
0.7740005254745483,0.7920005321502686,0,0.0
0.7920005321502686,0.8100005388259888,314121,0.007130310943398967
0.8100005388259888,0.828000545501709,0,0.0
0.828000545501709,0.8460006713867188,0,0.0
0.8460006713867188,0.864000678062439,0,0.0
0.864000678062439,0.8820006847381592,0,0.0
0.8820006847381592,0.9000005722045898,26180,0.0005942663511773646
